provincia_inscripcion;canton_inscripcion;parroquia_inscripcion;anio_inscripcion;mes_inscripcion;dia_inscripcion;fecha_inscripcion;anio_sentencia_divorcio;mes_sentencia_divorcio;dia_sentencia_divorcio;fecha_sentencia_divorcio;anio_matrimonio;mes_matrimonio;dia_matrimonio;fecha_matrimonio;capitulaciones_bienes;duracion_matrimonio_anios;causa_divorcio;nacionalidad_conyuge1;pais_conyuge1;sexo_conyuge1;anio_nacimiento_conyuge1;mes_nacimiento_conyuge1;dia_nacimiento_conyuge1;fecha_nacimiento_conyuge1;edad_conyuge1;hijos_a_cargo_conyuge1;autoidentificacion_etnica_conyuge1;nivel_instruccion_conyuge1;sabe_leer_escribir_conyuge1;provincia_residencia_conyuge1;canton_residencia_conyuge1;parroquia_residencia_conyuge1;area_residencia_conyuge1;nacionalidad_conyuge2;pais_conyuge2;sexo_conyuge2;anio_nacimiento_conyuge2;mes_nacimiento_conyuge2;dia_nacimiento_conyuge2;fecha_nacimiento_conyuge2;edad_conyuge2;hijos_a_cargo_conyuge2;autoidentificacion_etnica_conyuge2;nivel_instruccion_conyuge2;sabe_leer_escribir_conyuge2;provincia_residencia_conyuge2;canton_residencia_conyuge2;parroquia_residencia_conyuge2;area_residencia_conyuge2
Napo;Tena;Tena;2020;Febrero;11;2020/02/11;2019;Diciembre;24;2019/12/24;1981;Mayo;4;1981/05/04;No;38;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1951;Junio;10;1951/06/10;68;0;Indigena;Primaria;Si;Napo;Tena;Tena;Urbana;Ecuatoriano;Ecuador;Mujer;1963;Noviembre;12;1963/11/12;56;0;Indigena;Primaria;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana
Guayas;Durán;Eloy Alfaro (Durán);2020;Febrero;11;2020/02/11;2020;Febrero;6;2020/02/06;1982;Octubre;11;1982/10/11;No;37;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1955;Febrero;9;1955/02/09;65;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Milagro;Milagro;Urbana;Ecuatoriano;Ecuador;Mujer;1957;Julio;24;1957/07/24;62;0;Mestiza;Educación media / Bachillerato;Si;Esmeraldas;Esmeraldas;Esmeraldas;Urbana
Loja;Espindola;Amaluza;2020;Febrero;11;2020/02/11;2020;Febrero;4;2020/02/04;1983;Julio;7;1983/07/07;No;36;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1963;Octubre;15;1963/10/15;56;0;Mestiza;Primaria;Si;Loja;Espindola;Jimbura;Rural;Ecuatoriano;Ecuador;Mujer;1966;Octubre;15;1966/10/15;53;0;Mestiza;Primaria;Si;Zamora Chinchipe;Zamora;Cumbaratza;Rural
Pichincha;Quito;Itchimbia;2020;Febrero;11;2020/02/11;2020;Enero;3;2020/01/03;1986;Febrero;14;1986/02/14;No;33;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1958;Febrero;10;1958/02/10;62;0;Mestiza;Ninguno;No;Pichincha;Quito;Cotocollao;Urbana;Ecuatoriano;Ecuador;Mujer;1966;Abril;7;1966/04/07;53;0;Mestiza;Ninguno;No;Pichincha;Quito;Cotocollao;Urbana
Chimborazo;Riobamba;Lizarzaburu;2020;Febrero;11;2020/02/11;2020;Enero;28;2020/01/28;1987;Abril;9;1987/04/09;No;32;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1963;Mayo;4;1963/05/04;56;0;Mestiza;Superior Universitario;Si;Chimborazo;Riobamba;Velasco;Urbana;Ecuatoriano;Ecuador;Mujer;1968;Agosto;23;1968/08/23;51;0;Mestiza;Superior Universitario;Si;Chimborazo;Riobamba;Velasco;Urbana
Pichincha;Rumiñahui;Sangolquí;2020;Febrero;11;2020/02/11;2020;Enero;17;2020/01/17;1987;Agosto;13;1987/08/13;No;32;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Extranjero;Perú;Hombre;1965;Noviembre;24;1965/11/24;54;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana;Ecuatoriano;Ecuador;Mujer;1970;Marzo;17;1970/03/17;49;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Conocoto;Rural
Pichincha;Quito;Itchimbia;2020;Febrero;11;2020/02/11;2019;Septiembre;19;2019/09/19;1989;Agosto;25;1989/08/25;No;30;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1965;Agosto;26;1965/08/26;54;0;Mestiza;Secundaria;Si;Pichincha;Quito;Calderon (Carapungo);Rural;Ecuatoriano;Ecuador;Mujer;1967;Agosto;24;1967/08/24;52;0;Mestiza;Secundaria;Si;Pichincha;Quito;Calderon (Carapungo);Rural
Pichincha;Cayambe;Cayambe;2020;Febrero;11;2020/02/11;2018;Noviembre;15;2018/11/15;1990;Diciembre;9;1990/12/09;No;27;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1969;Julio;17;1969/07/17;50;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Cayambe;Cayambe;Urbana;Ecuatoriano;Ecuador;Mujer;1971;Septiembre;15;1971/09/15;48;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Cayambe;Cayambe;Urbana
Azuay;Cuenca;El Batán;2020;Febrero;11;2020/02/11;2019;Octubre;2;2019/10/02;1991;Julio;10;1991/07/10;No;28;Por mutuo consentimiento vía judicial;Extranjero;Francia;Hombre;1953;Diciembre;12;1953/12/12;66;0;Mestiza;Secundaria;Si;Azuay;Cuenca;Baños;Rural;Ecuatoriano;Ecuador;Mujer;1960;Marzo;16;1960/03/16;59;0;Mestiza;Secundaria;Si;Azuay;Cuenca;Baños;Rural
Pichincha;Rumiñahui;Sangolquí;2020;Febrero;11;2020/02/11;2020;Febrero;5;2020/02/05;1992;Enero;28;1992/01/28;No;28;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1962;Noviembre;16;1962/11/16;57;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Conocoto;Rural;Ecuatoriano;Ecuador;Mujer;1978;Enero;3;1978/01/03;42;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Rumiñahui;Sangolquí;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2020;Febrero;4;2020/02/04;1992;Junio;23;1992/06/23;No;27;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1964;Enero;24;1964/01/24;56;0;Mestiza;Superior Universitario;Si;Guayas;Daule;La Aurora (Satélite);Urbana;Ecuatoriano;Ecuador;Mujer;1967;Junio;4;1967/06/04;52;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Daule;La Aurora (Satélite);Urbana
Tungurahua;Ambato;Huachi Chico;2020;Febrero;11;2020/02/11;2020;Enero;11;2020/01/11;1992;Junio;25;1992/06/25;No;27;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1960;Abril;1;1960/04/01;59;0;Mestiza;Primaria;Si;Tungurahua;Ambato;Quisapincha (Quizapincha);Rural;Ecuatoriano;Ecuador;Mujer;1956;Octubre;7;1956/10/07;63;0;Mestiza;Primaria;Si;Tungurahua;Ambato;Quisapincha (Quizapincha);Rural
Guayas;Milagro;Milagro;2020;Febrero;11;2020/02/11;2019;Noviembre;21;2019/11/21;1992;Diciembre;16;1992/12/16;No;26;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1968;Agosto;14;1968/08/14;51;0;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana;Ecuatoriano;Ecuador;Mujer;1971;Febrero;28;1971/02/28;48;0;Mestiza;Secundaria;Si;Guayas;Milagro;Milagro;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2020;Febrero;10;2020/02/10;1994;Diciembre;29;1994/12/29;No;25;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1979;Enero;25;1979/01/25;41;0;Mestiza;Educación básica;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Abril;20;1979/04/20;40;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Loja;Saraguro;Saraguro;2020;Febrero;11;2020/02/11;2020;Enero;6;2020/01/06;1995;Octubre;12;1995/10/12;No;24;Los tratos crueles o violencia contra la mujer o miembros del núcleo familiar;Ecuatoriano;Ecuador;Hombre;1973;Octubre;14;1973/10/14;46;0;Indigena;Primaria;Si;Loja;Saraguro;Saraguro;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Enero;5;1977/01/05;43;0;Indigena;Primaria;Si;Loja;Saraguro;Saraguro;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2019;Octubre;25;2019/10/25;1996;Junio;7;1996/06/07;No;23;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1971;Marzo;24;1971/03/24;48;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Septiembre;24;1977/09/24;42;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Ximena;Urbana
Guayas;Pedro Carbo;Pedro Carbo;2020;Febrero;11;2020/02/11;2019;Junio;4;2019/06/04;1996;Agosto;10;1996/08/10;No;22;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1978;Septiembre;14;1978/09/14;41;0;Mestiza;Educación básica;Si;Guayas;Pedro Carbo;Pedro Carbo;Urbana;Ecuatoriano;Ecuador;Mujer;1978;Diciembre;13;1978/12/13;41;1;Mestiza;Educación básica;Si;Guayas;Pedro Carbo;Pedro Carbo;Urbana
El Oro;Arenillas;Arenillas;2020;Febrero;11;2020/02/11;2020;Febrero;10;2020/02/10;1997;Agosto;28;1997/08/28;No;22;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1965;Septiembre;6;1965/09/06;54;0;Mestiza;Secundaria;Si;El Oro;Machala;Machala;Urbana;Ecuatoriano;Ecuador;Mujer;1970;Abril;13;1970/04/13;49;0;Mestiza;Secundaria;Si;El Oro;Arenillas;Arenillas;Urbana
Guayas;Milagro;Milagro;2020;Febrero;11;2020/02/11;2020;Febrero;11;2020/02/11;1998;Enero;9;1998/01/09;No;22;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1964;Octubre;8;1964/10/08;55;0;Mestiza;Educación media / Bachillerato;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1976;Noviembre;16;1976/11/16;43;0;Mestiza;Secundaria;Si;Exterior;Exterior;Exterior;Urbana
Cañar;Azogues;Azogues;2020;Febrero;11;2020/02/11;2020;Febrero;10;2020/02/10;1998;Febrero;25;1998/02/25;No;21;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1966;Marzo;17;1966/03/17;53;0;Mestiza;Secundaria;Si;Cañar;Cañar;Cañar;Urbana;Ecuatoriano;Ecuador;Mujer;1972;Diciembre;20;1972/12/20;47;2;Mestiza;Secundaria;Si;Cañar;Cañar;Cañar;Urbana
Los Ríos;Quevedo;San Camilo;2020;Febrero;11;2020/02/11;2020;Febrero;10;2020/02/10;1998;Julio;22;1998/07/22;No;21;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1967;Junio;9;1967/06/09;52;0;Mestiza;Educación media / Bachillerato;Si;Los Ríos;Quevedo;San Camilo;Urbana;Ecuatoriano;Ecuador;Mujer;1954;Noviembre;13;1954/11/13;65;0;Mestiza;Superior Universitario;Si;Los Ríos;Quevedo;San Camilo;Urbana
Tungurahua;Quero;Quero;2020;Febrero;11;2020/02/11;2019;Junio;11;2019/06/11;1998;Agosto;16;1998/08/16;No;20;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Agosto;24;1979/08/24;40;0;Mestiza;Educación media / Bachillerato;Si;Tungurahua;Ambato;Montalvo;Rural;Ecuatoriano;Ecuador;Mujer;1978;Septiembre;28;1978/09/28;41;1;Mestiza;Superior Universitario;Si;Tungurahua;Ambato;Montalvo;Rural
Guayas;Yaguachi;San Jacinto De Yaguachi;2020;Febrero;11;2020/02/11;2020;Enero;10;2020/01/10;1998;Agosto;24;1998/08/24;Si;21;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1974;Julio;27;1974/07/27;45;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Yaguachi;San Jacinto De Yaguachi;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Mayo;1;1979/05/01;40;0;Mestiza;Educación básica;Si;Guayas;Yaguachi;San Jacinto De Yaguachi;Urbana
Tungurahua;Ambato;Huachi Chico;2020;Febrero;11;2020/02/11;2019;Noviembre;20;2019/11/20;1998;Septiembre;4;1998/09/04;No;21;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1975;Diciembre;8;1975/12/08;44;0;Mestiza;Primaria;Si;Tungurahua;Ambato;Matriz;Urbana;Ecuatoriano;Ecuador;Mujer;1978;Julio;20;1978/07/20;41;1;Mestiza;Superior Universitario;Si;Tungurahua;Ambato;Matriz;Urbana
Santa Elena;Santa Elena;Santa Elena;2020;Febrero;11;2020/02/11;2019;Junio;19;2019/06/19;1998;Noviembre;4;1998/11/04;No;20;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1975;Octubre;3;1975/10/03;44;0;Mestiza;Primaria;Si;Santa Elena;La Libertad;La Libertad;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Septiembre;22;1979/09/22;40;0;Mestiza;Primaria;Si;Santa Elena;Salinas;Salinas;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2020;Enero;24;2020/01/24;1998;Diciembre;21;1998/12/21;No;21;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1966;Noviembre;15;1966/11/15;53;0;Mestiza;Educación básica;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1973;Mayo;27;1973/05/27;46;0;Mestiza;Educación básica;Si;Guayas;Guayaquil;Tarqui;Urbana
Loja;Loja;Loja;2020;Febrero;11;2020/02/11;2020;Febrero;4;2020/02/04;1999;Febrero;22;1999/02/22;No;20;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1967;Noviembre;30;1967/11/30;52;0;Mestiza;Superior Universitario;Si;Loja;Loja;Valle;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Enero;3;1979/01/03;41;0;Mestiza;Educación media / Bachillerato;Si;Loja;Loja;Valle;Urbana
Carchi;Tulcán;González Suárez;2020;Febrero;11;2020/02/11;2020;Febrero;6;2020/02/06;1999;Septiembre;22;1999/09/22;No;20;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1973;Julio;26;1973/07/26;46;0;Mestiza;Primaria;Si;Carchi;Tulcán;González Suárez;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Noviembre;10;1979/11/10;40;1;Mestiza;Educación media / Bachillerato;Si;Carchi;Tulcán;González Suárez;Urbana
Tungurahua;Ambato;Huachi Chico;2020;Febrero;11;2020/02/11;2020;Enero;27;2020/01/27;1999;Diciembre;22;1999/12/22;No;20;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1965;Febrero;23;1965/02/23;54;0;Mestiza;Secundaria;Si;Tungurahua;Pelileo;Pelileo;Urbana;Ecuatoriano;Ecuador;Mujer;1966;Enero;10;1966/01/10;54;0;Mestiza;Secundaria;Si;Tungurahua;Pelileo;Pelileo;Urbana
Orellana;Orellana;Puerto Francisco de Orellana (El Coca);2020;Febrero;11;2020/02/11;2019;Enero;29;2019/01/29;2000;Marzo;2;2000/03/02;No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1977;Septiembre;7;1977/09/07;42;0;Indigena;Educación media / Bachillerato;Si;Orellana;Orellana;Dayuma;Rural;Ecuatoriano;Ecuador;Mujer;1982;Octubre;14;1982/10/14;37;1;Indigena;Educación media / Bachillerato;Si;Orellana;Orellana;Puerto Francisco de Orellana (El Coca);Urbana
Pichincha;Quito;Itchimbia;2020;Febrero;11;2020/02/11;2020;Febrero;2;2020/02/02;2000;Abril;8;2000/04/08;No;19;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1977;Octubre;1;1977/10/01;42;0;Blanca;Secundaria;Si;Pichincha;Quito;Quitumbe;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Enero;1;1982/01/01;38;0;Mestiza;Superior no Universitario;Si;Pichincha;Quito;Chillogallo;Urbana
Los Ríos;Quevedo;San Camilo;2020;Febrero;11;2020/02/11;2020;Febrero;5;2020/02/05;2000;Junio;2;2000/06/02;No;19;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1978;Julio;16;1978/07/16;41;0;Mestiza;Educación media / Bachillerato;Si;Los Ríos;Quevedo;Quevedo;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Marzo;23;1982/03/23;37;0;Negra;Educación media / Bachillerato;Si;Los Ríos;Quevedo;San Camilo;Urbana
Pichincha;Quito;Itchimbia;2020;Febrero;11;2020/02/11;2020;Enero;7;2020/01/07;2001;Marzo;27;2001/03/27;No;18;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Abril;8;1981/04/08;38;0;Mestiza;Superior Universitario;Si;Pichincha;Quito;Centro Histórico;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Septiembre;11;1977/09/11;42;4;Mestiza;Superior no Universitario;Si;Pichincha;Quito;Centro Histórico;Urbana
Loja;Calvas;Cariamanga;2020;Febrero;11;2020/02/11;2020;Enero;23;2020/01/23;2001;Abril;17;2001/04/17;No;18;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1976;Abril;5;1976/04/05;43;0;Mestiza;Primaria;Si;Loja;Calvas;San Vicente;Urbana;Ecuatoriano;Ecuador;Mujer;1979;Agosto;31;1979/08/31;40;1;Mestiza;Primaria;Si;Loja;Calvas;San Vicente;Urbana
Pichincha;Mejia;Machachi;2020;Febrero;11;2020/02/11;2020;Enero;29;2020/01/29;2001;Junio;30;2001/06/30;No;18;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1976;Diciembre;19;1976/12/19;43;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Mejia;Aloasi;Rural;Ecuatoriano;Ecuador;Mujer;1981;Noviembre;27;1981/11/27;38;0;Mestiza;Educación media / Bachillerato;Si;Pichincha;Quito;Quito Distrito Metropolitano de Quito;Urbana
El Oro;Piñas;Piñas, Cabecera Cantonal;2020;Febrero;11;2020/02/11;2020;Enero;31;2020/01/31;2001;Octubre;4;2001/10/04;No;18;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1980;Abril;20;1980/04/20;39;0;Mestiza;Secundaria;Si;El Oro;Portovelo;Portovelo;Urbana;Ecuatoriano;Ecuador;Mujer;1985;Enero;1;1985/01/01;35;1;Mestiza;Secundaria;Si;El Oro;Portovelo;Portovelo;Urbana
Manabí;Portoviejo;Andrés De Vera;2020;Febrero;11;2020/02/11;2019;Noviembre;14;2019/11/14;2002;Julio;10;2002/07/10;Si;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1982;Enero;12;1982/01/12;38;0;Mestiza;Educación media / Bachillerato;Si;Manabí;Portoviejo;Portoviejo;Urbana;Ecuatoriano;Ecuador;Mujer;1983;Septiembre;27;1983/09/27;36;1;Mulata;Secundaria;Si;Manabí;Portoviejo;Francisco Pacheco;Urbana
Cañar;Azogues;Azogues;2020;Febrero;11;2020/02/11;2020;Enero;24;2020/01/24;2002;Agosto;27;2002/08/27;No;17;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1975;Septiembre;11;1975/09/11;44;0;Mestiza;Primaria;Si;Exterior;Exterior;Exterior;Urbana;Ecuatoriano;Ecuador;Mujer;1986;Abril;1;1986/04/01;33;1;Mestiza;Secundaria;Si;Cañar;Cañar;Cañar;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2020;Enero;10;2020/01/10;2003;Enero;11;2003/01/11;No;16;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1975;Agosto;21;1975/08/21;44;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana;Ecuatoriano;Ecuador;Mujer;1977;Agosto;25;1977/08/25;42;0;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Guayaquil;Urbana
Cotopaxi;Pujili;Pujili;2020;Febrero;11;2020/02/11;2020;Enero;8;2020/01/08;2003;Julio;28;2003/07/28;No;16;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1969;Julio;9;1969/07/09;50;0;Mulata;Superior Universitario;Si;Cotopaxi;Salcedo;San Miguel;Urbana;Ecuatoriano;Ecuador;Mujer;1976;Marzo;16;1976/03/16;43;0;Mestiza;Superior Universitario;Si;Cotopaxi;Salcedo;Mulliquindil (Santa Ana);Rural
Imbabura;Ibarra;San Francisco;2020;Febrero;11;2020/02/11;2020;Febrero;11;2020/02/11;2003;Agosto;8;2003/08/08;No;16;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1983;Abril;11;1983/04/11;36;0;Mestiza;Educación media / Bachillerato;Si;Imbabura;Cotacachi;San Francisco;Urbana;Ecuatoriano;Ecuador;Mujer;1989;Abril;10;1989/04/10;30;3;Mestiza;Educación media / Bachillerato;Si;Imbabura;Cotacachi;Sagrario;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2018;Julio;31;2018/07/31;2003;Octubre;31;2003/10/31;No;14;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1977;Julio;15;1977/07/15;42;0;Mestiza;Educación media / Bachillerato;Si;Guayas;El Triunfo;El Triunfo;Urbana;Ecuatoriano;Ecuador;Mujer;1981;Junio;26;1981/06/26;38;1;Mestiza;Educación media / Bachillerato;Si;Guayas;El Triunfo;El Triunfo;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2019;Agosto;27;2019/08/27;2004;Enero;5;2004/01/05;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1978;Mayo;23;1978/05/23;41;0;Montubia;Superior Universitario;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Agosto;17;1982/08/17;37;3;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Pascuales;Urbana
Azuay;Cuenca;San Blas;2020;Febrero;11;2020/02/11;2020;Enero;13;2020/01/13;2004;Marzo;15;2004/03/15;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Febrero;27;1981/02/27;38;0;Mestiza;Primaria;Si;Azuay;Cuenca;El Batán;Urbana;Ecuatoriano;Ecuador;Mujer;1988;Octubre;25;1988/10/25;31;3;Mestiza;Educación media / Bachillerato;Si;Azuay;Cuenca;El Batán;Urbana
Guayas;Guayaquil;Rocafuerte;2020;Febrero;11;2020/02/11;2020;Enero;20;2020/01/20;2004;Junio;18;2004/06/18;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1981;Junio;18;1981/06/18;38;0;Montubia;Primaria;Si;Guayas;Guayaquil;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Mayo;14;1982/05/14;37;2;Mestiza;Educación media / Bachillerato;Si;Guayas;Guayaquil;Tarqui;Urbana
Zamora Chinchipe;Zamora;Zamora;2020;Febrero;11;2020/02/11;2019;Octubre;21;2019/10/21;2004;Junio;24;2004/06/24;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1979;Noviembre;26;1979/11/26;40;0;Mestiza;Superior no Universitario;Si;Zamora Chinchipe;Zamora;Cumbaratza;Rural;Ecuatoriano;Ecuador;Mujer;1980;Noviembre;4;1980/11/04;39;1;Mestiza;Superior Universitario;Si;Zamora Chinchipe;Zamora;Zamora;Urbana
Los Ríos;Quevedo;San Camilo;2020;Febrero;11;2020/02/11;2020;Enero;27;2020/01/27;2004;Julio;13;2004/07/13;No;15;Los tratos crueles o violencia contra la mujer o miembros del núcleo familiar;Ecuatoriano;Ecuador;Hombre;1944;Noviembre;1;1944/11/01;75;0;Mestiza;Primaria;Si;Los Ríos;Quevedo;Quevedo;Urbana;Ecuatoriano;Ecuador;Mujer;1964;Diciembre;30;1964/12/30;55;0;Mestiza;Educación media / Bachillerato;Si;Los Ríos;Quevedo;San Camilo;Urbana
Loja;Loja;Loja;2020;Febrero;11;2020/02/11;2020;Enero;27;2020/01/27;2004;Julio;19;2004/07/19;No;15;El estado habitual de falta de armonía de las dos voluntades en la vida matrimonial;Ecuatoriano;Ecuador;Hombre;1985;Enero;22;1985/01/22;35;0;Indigena;Superior Universitario;Si;Loja;Gonzanama;Gonzanama;Urbana;Ecuatoriano;Ecuador;Mujer;1975;Enero;18;1975/01/18;45;1;Mestiza;Secundaria;Si;Loja;Gonzanama;Gonzanama;Urbana
Santo Domingo de los Tsáchilas;Santo Domingo;Santo Domingo de los Colorados;2020;Febrero;11;2020/02/11;2020;Enero;17;2020/01/17;2004;Septiembre;10;2004/09/10;No;15;Por mutuo consentimiento vía judicial;Ecuatoriano;Ecuador;Hombre;1978;Noviembre;28;1978/11/28;41;0;Montubia;Educación básica;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Río Verde;Urbana;Ecuatoriano;Ecuador;Mujer;1982;Febrero;11;1982/02/11;38;2;Mestiza;Educación básica;Si;Santo Domingo de los Tsáchilas;Santo Domingo;Bombolí;Urbana
Manabí;Portoviejo;18 De Octubre;2020;Febrero;11;2020/02/11;2020;Febrero;5;2020/02/05;2005;Marzo;4;2005/03/04;No;14;Por mutuo consentimiento vía notarial;Ecuatoriano;Ecuador;Hombre;1967;Julio;24;1967/07/24;52;0;Mestiza;Superior Universitario;Si;Manabí;Manta;Tarqui;Urbana;Ecuatoriano;Ecuador;Mujer;1980;Agosto;31;1980/08/31;39;1;Mestiza;Educación media / Bachillerato;Si;Manabí;Manta;Los Esteros;Urbana
Azuay;Cuenca;San Blas;2020;Febrero;11;2020/02/11;2019;Julio;17;2019/07/17;2005;Marzo;29;2005/03/29;No;14;El abandono injustificado de cualquiera de los cónyuges por más de seis meses ininterrumpidos;Ecuatoriano;Ecuador;Hombre;1974;Abril;19;1974/04/19;45;0;Mestiza;Primaria;Si;Azuay;Cuenca;El Batán;Urbana;Ecuatoriano;Ecuador;Mujer;1980;Noviembre;22;1980/11/22;39;0;Mestiza;Secundaria;Si;Azuay;Cuenca;Sucre;Urbana
